customer_id,total_orders,total_sales,total_quantity,last_order_date,avg_order_value,recency_days,first_name,last_name,phone,email,street,city,state,zip_code,cluster
177,1,170.991,1,,170.991,9999.0,Carissa,Foreman,,carissa.foreman@msn.com,69C N. Ridge Rd.,Maspeth,NY,11378,1
178,1,4125.5565,5,,4125.5565,9999.0,Genoveva,Tyler,(212) 152-6381,genoveva.tyler@gmail.com,8121 Windfall Ave.,New York,NY,10002,1
179,1,5887.3423999999995,4,,5887.3423999999995,9999.0,Deane,Sears,,deane.sears@hotmail.com,3 Bradford Court,Pittsford,NY,14534,1
180,1,2478.4,2,,2478.4,9999.0,Karey,Steele,,karey.steele@gmail.com,8879 Kent Lane,Farmingdale,NY,11735,1
181,2,8273.955899999999,5,2018-03-04,4136.9779499999995,278.0,Olevia,Pitts,,olevia.pitts@gmail.com,39 Fieldstone Drive,Redondo Beach,CA,90278,2
182,1,17746.5951,7,,17746.5951,9999.0,Jenniffer,Bullock,,jenniffer.bullock@msn.com,38 Oxford Avenue,Bay Shore,NY,11706,3
183,1,1254.9405,1,,1254.9405,9999.0,Jeniffer,Ratliff,,jeniffer.ratliff@gmail.com,510 Rocky River Court,Floral Park,NY,11001,1
184,1,16436.065000000002,5,,16436.065000000002,9999.0,Klara,Stanley,,klara.stanley@aol.com,603 Mechanic St.,Webster,NY,14580,3
185,1,3290.7715,3,2017-07-08,3290.7715,517.0,Morton,Lee,,morton.lee@yahoo.com,313 Ridge St.,San Angelo,TX,76901,2
186,1,9833.6547,5,,9833.6547,9999.0,Ken,Charles,,ken.charles@msn.com,9124 W. Piper Lane,Monsey,NY,10952,3
187,2,13611.6259,8,2016-09-08,6805.81295,820.0,Hedwig,Paul,,hedwig.paul@msn.com,422 Manor Ave.,Apple Valley,CA,92307,0
188,2,1729.7749999999999,3,,864.8874999999999,9999.0,Sharla,Flynn,(805) 478-7724,sharla.flynn@hotmail.com,7 Brown Drive,Oxnard,CA,93035,1
189,1,2069.3725,3,2017-11-08,2069.3725,394.0,Damian,Dawson,,damian.dawson@hotmail.com,528 St Margarets Street,Liverpool,NY,13090,2
190,1,2082.1435,6,2017-11-01,2082.1435,401.0,Toya,Pratt,(562) 218-6405,toya.pratt@yahoo.com,485 San Pablo Drive,Long Beach,NY,11561,2
191,2,2593.1289,8,2016-09-10,1296.56445,818.0,Graciela,Barber,(805) 656-6987,graciela.barber@hotmail.com,1 E. Young St.,Oxnard,CA,93035,2
192,2,14208.3881,9,,7104.19405,9999.0,Bong,Hebert,,bong.hebert@gmail.com,545 Brook St.,Torrance,CA,90505,0
193,1,914.967,4,2016-10-10,914.967,788.0,Ayanna,Rhodes,,ayanna.rhodes@msn.com,7425 Pheasant St.,Hicksville,NY,11801,2
194,2,12320.1207,11,2018-03-04,6160.06035,278.0,Dorine,Roberson,,dorine.roberson@msn.com,396 Meadowbrook Lane,Santa Cruz,CA,95060,0
195,1,14935.0311,8,2018-08-03,14935.0311,126.0,Addie,Hahn,,addie.hahn@hotmail.com,8165 Baker Ave.,Franklin Square,NY,11010,3
196,1,10949.9468,6,2017-09-05,10949.9468,458.0,Edythe,Valencia,,edythe.valencia@yahoo.com,9346 Wall St.,North Tonawanda,NY,14120,3
197,1,4655.0404,7,,4655.0404,9999.0,Andy,O'Neill,,andy.o'neill@msn.com,9544 Mulberry Drive,Rego Park,NY,11374,1
198,1,2749.3474,6,,2749.3474,9999.0,Luis,Tyler,,luis.tyler@gmail.com,9568 Campfire Circle,Amarillo,TX,79106,1
199,1,4571.0727,3,,4571.0727,9999.0,Clelia,Workman,,clelia.workman@yahoo.com,620 North Somerset St.,New Windsor,NY,12553,1
200,1,391.992,1,,391.992,9999.0,Ashely,Holmes,,ashely.holmes@aol.com,45 High Ridge Ave.,Farmingdale,NY,11735,1
201,1,2548.9732,7,,2548.9732,9999.0,Candis,Harding,,candis.harding@gmail.com,33 NW. Cambridge Ave.,Ballston Spa,NY,12020,1
202,1,4095.0137999999997,5,,4095.0137999999997,9999.0,Marni,Bolton,(717) 670-6268,marni.bolton@msn.com,7469 Plymouth Ave.,Lancaster,NY,14086,1
203,1,12369.6265,8,2018-06-01,12369.6265,189.0,Minerva,Decker,(281) 271-6390,minerva.decker@yahoo.com,794 Greenrose Street,Houston,TX,77016,3
204,1,2813.5587,6,,2813.5587,9999.0,Alpha,King,,alpha.king@hotmail.com,14 Henry Smith St.,Rockville Centre,NY,11570,1
205,1,3642.0126,6,2016-04-04,3642.0126,977.0,Harris,Pittman,,harris.pittman@yahoo.com,404 Cherry Hill Road,Jamaica,NY,11432,2
206,1,8429.9454,6,,8429.9454,9999.0,Stephaine,Riddle,,stephaine.riddle@hotmail.com,199 Vermont Court,Brooklyn,NY,11201,3
207,1,2500.4381,7,,2500.4381,9999.0,Michel,Blankenship,,michel.blankenship@msn.com,382 West Hill Dr.,Forney,TX,75126,1
208,2,5651.0267,8,2018-07-04,2825.51335,156.0,Denis,Logan,,denis.logan@msn.com,121 Rockcrest Street,Ridgecrest,CA,93555,0
209,1,1127.992,1,2017-10-08,1127.992,425.0,Jutta,Everett,,jutta.everett@gmail.com,27 Taylor Ave.,Selden,NY,11784,2
210,1,3599.991,1,2017-07-11,3599.991,514.0,Priscilla,Wilkins,(229) 322-2269,priscilla.wilkins@aol.com,653 Pawnee Rd.,Albany,NY,12203,2
211,1,1472.481,2,2016-11-07,1472.481,760.0,Gilma,Dejesus,,gilma.dejesus@yahoo.com,777 Thompson Ave.,Scarsdale,NY,10583,2
212,1,6155.9644,4,,6155.9644,9999.0,Buford,Bridges,(248) 604-7346,buford.bridges@msn.com,239 Oak Valley Court,Troy,NY,12180,1
213,1,4789.7348,7,,4789.7348,9999.0,Elenore,Hensley,,elenore.hensley@hotmail.com,7037 Aspen St.,Hamburg,NY,14075,1
214,1,3032.7401,7,2017-08-05,3032.7401,489.0,Ross,Pugh,,ross.pugh@msn.com,8598 Saxon St.,North Tonawanda,NY,14120,2
215,1,4397.9639,4,,4397.9639,9999.0,Judith,Finley,,judith.finley@hotmail.com,474 West Bank Road,Whitestone,NY,11357,1
216,1,4912.157,5,,4912.157,9999.0,Wai,Soto,,wai.soto@msn.com,30 Arch Drive,Bethpage,NY,11714,1
217,2,5073.0365,7,2018-03-04,2536.51825,278.0,Carline,Collier,(559) 810-6070,carline.collier@msn.com,28 Trenton Lane,Fresno,CA,93706,2
218,1,6902.465,7,,6902.465,9999.0,Casey,Gill,,casey.gill@gmail.com,636 Prospect Avenue,Port Washington,NY,11050,3
219,1,1567.173,3,2017-12-07,1567.173,365.0,Darcie,Morgan,(442) 618-7068,darcie.morgan@aol.com,476 East Adams Ave.,Oceanside,NY,11572,2
220,1,6672.2947,7,,6672.2947,9999.0,Lucio,Sherman,,lucio.sherman@gmail.com,842 Corona Ave.,Smithtown,NY,11787,3
221,1,199.992,1,2017-04-04,199.992,612.0,Clementine,Mooney,,clementine.mooney@yahoo.com,678 Charles Court,Mcallen,TX,78501,2
222,1,1497.4827,2,,1497.4827,9999.0,Anya,Contreras,,anya.contreras@msn.com,38 Old Fairground St.,East Northport,NY,11731,1
223,1,4563.091,3,,4563.091,9999.0,Scarlet,Yates,,scarlet.yates@hotmail.com,687 Shirley St.,Patchogue,NY,11772,1
224,2,11471.8954,14,2017-07-05,5735.9477,520.0,Moses,Pope,,moses.pope@yahoo.com,654 Theatre Street,Lawndale,CA,90260,0
225,1,7486.331400000001,8,,7486.331400000001,9999.0,Barbera,Riggs,,barbera.riggs@aol.com,12 Gartner Drive,Plainview,NY,11803,3
226,1,13033.5961,7,2017-04-11,13033.5961,605.0,Kiana,Rivera,,kiana.rivera@gmail.com,9 Sheffield Dr.,Richmond Hill,NY,11418,3
227,1,18553.73,8,2017-01-12,18553.73,694.0,Danielle,Bond,,danielle.bond@msn.com,8589 Shub Farm Street,Patchogue,NY,11772,3
228,1,674.991,1,,674.991,9999.0,Whitney,Estes,(631) 315-4020,whitney.estes@gmail.com,454 Bear Hill Street,Brentwood,NY,11717,1
229,1,814.6707,1,,814.6707,9999.0,Molly,Langley,,molly.langley@aol.com,63 Bridgeton Street,Holbrook,NY,11741,1
230,1,9211.523000000001,4,2016-07-07,9211.523000000001,883.0,Chelsey,Hardin,,chelsey.hardin@hotmail.com,13 Brickyard Street,Deer Park,NY,11729,3
231,2,12861.8789,13,,6430.93945,9999.0,Jenee,Rasmussen,(916) 219-1774,jenee.rasmussen@hotmail.com,19 George Lane,Sacramento,CA,95820,0
232,1,1755.3725,3,2017-04-03,1755.3725,613.0,Freddie,Mathis,,freddie.mathis@hotmail.com,31 Shady St.,Euless,TX,76039,2
233,2,2317.084,3,2017-03-06,1158.542,641.0,Mariana,Strong,,mariana.strong@msn.com,972 Dunbar Dr.,Santa Clara,CA,95050,2
234,1,3804.9214,9,,3804.9214,9999.0,Winfred,Harris,,winfred.harris@msn.com,734 Glen Eagles St.,East Meadow,NY,11554,1
235,1,5989.965,4,,5989.965,9999.0,Jeromy,Elliott,,jeromy.elliott@gmail.com,7112 Laurel Street,Bay Shore,NY,11706,1
236,1,4157.9724,3,,4157.9724,9999.0,Verona,O'Neill,,verona.o'neill@hotmail.com,8279 W. Sussex St.,Selden,NY,11784,1
237,2,2007.5812,2,2018-08-04,1003.7906,125.0,Elvera,Peck,,elvera.peck@yahoo.com,759 Lakewood Street,Banning,CA,92220,2
238,1,20177.7457,7,,20177.7457,9999.0,Cindi,Larson,,cindi.larson@msn.com,896 Golden Star Rd.,Howard Beach,NY,11414,3
239,2,10156.8968,12,2017-09-08,5078.4484,455.0,Felice,Guzman,,felice.guzman@hotmail.com,7 Creekside Lane,Canyon Country,CA,91387,0
240,2,9959.0962,12,2016-05-09,4979.5481,942.0,Le,Deleon,,le.deleon@msn.com,58 Clark Court,Banning,CA,92220,0
241,1,2157.916,5,2016-01-10,2157.916,1062.0,Manie,Sanchez,,manie.sanchez@hotmail.com,471 Illinois Ave.,Queensbury,NY,12804,2
242,1,7143.6644,4,,7143.6644,9999.0,Rutha,Howell,,rutha.howell@gmail.com,9247 Jones Street,Canyon Country,CA,91387,1
243,1,2658.7627,4,2017-08-11,2658.7627,483.0,Natosha,Rowland,,natosha.rowland@aol.com,51 Elmwood St.,Ballston Spa,NY,12020,2
244,1,1113.2655,4,,1113.2655,9999.0,Jessika,Bray,,jessika.bray@yahoo.com,37 East Greystone St.,San Pablo,CA,94806,1
245,1,10869.9637,4,,10869.9637,9999.0,Delila,Hamilton,,delila.hamilton@yahoo.com,7451 East James Ave.,Palos Verdes Peninsula,CA,90274,3
246,1,6261.957399999999,5,2017-09-04,6261.957399999999,459.0,Dionne,Norris,,dionne.norris@yahoo.com,9993 Greenview Circle,Niagara Falls,NY,14304,2
247,1,10570.4719,3,,10570.4719,9999.0,Muriel,Juarez,,muriel.juarez@gmail.com,8073 Cemetery Drive,Palos Verdes Peninsula,CA,90274,3
248,1,1101.683,2,,1101.683,9999.0,Cecelia,Gill,,cecelia.gill@aol.com,372 Silver Spear Dr.,Mcallen,TX,78501,1
249,1,723.8905,1,,723.8905,9999.0,Magda,Eaton,,magda.eaton@aol.com,860 Middle River Street,Ossining,NY,10562,1
250,1,2371.1624,4,,2371.1624,9999.0,Ivonne,Yang,(915) 181-1950,ivonne.yang@gmail.com,7359 North Lake View St.,El Paso,TX,79930,1
251,1,8879.4529,5,2016-04-04,8879.4529,977.0,Kasie,Rodriquez,,kasie.rodriquez@aol.com,7 North Beech St.,Ballston Spa,NY,12020,3
252,1,8587.397,6,,8587.397,9999.0,Eleni,Gordon,,eleni.gordon@hotmail.com,583 W. San Carlos Street,Richmond Hill,NY,11418,3
253,1,1439.984,2,,1439.984,9999.0,Maurice,Norton,,maurice.norton@hotmail.com,32 Mayflower Dr.,Atwater,CA,95301,1
254,1,1716.553,5,,1716.553,9999.0,Cristobal,Hutchinson,,cristobal.hutchinson@gmail.com,58 Washington Avenue,Lawndale,CA,90260,1
255,1,10269.8557,5,2017-04-03,10269.8557,613.0,Flossie,Holder,,flossie.holder@msn.com,8459 W. Newport Court,Massapequa Park,NY,11762,3
256,1,2658.1454,6,2018-06-01,2658.1454,189.0,Erma,Salinas,,erma.salinas@gmail.com,347 Sheffield St.,Merrick,NY,11566,2
257,1,5315.9042,5,,5315.9042,9999.0,Earl,Stanley,,earl.stanley@gmail.com,569 Lake Lane,Elmhurst,NY,11373,1
258,1,437.0907,1,2016-09-01,437.0907,827.0,Maribel,William,,maribel.william@aol.com,65 Magnolia Ave.,Torrance,CA,90505,2
259,1,10231.0464,8,2016-01-01,10231.0464,1071.0,Johnathan,Velazquez,,johnathan.velazquez@hotmail.com,9680 E. Somerset Street,Pleasanton,CA,94566,3
260,1,3349.6486999999997,6,2016-11-10,3349.6486999999997,757.0,Rodrick,Shelton,,rodrick.shelton@hotmail.com,7157 Addison Street,Canyon Country,CA,91387,2
261,1,1837.4717,3,2016-02-09,1837.4717,1032.0,Ferne,Kline,,ferne.kline@hotmail.com,303 Shady St.,Fullerton,CA,92831,2
262,1,2484.4274,6,2017-04-12,2484.4274,604.0,Rubin,Decker,(716) 950-9835,rubin.decker@gmail.com,9875 Shady Ave.,Buffalo,NY,14215,2
263,1,14405.0464,7,,14405.0464,9999.0,Dortha,Jarvis,(442) 919-8256,dortha.jarvis@yahoo.com,76 Prince Drive,Oceanside,NY,11572,3
264,1,1577.0717,3,,1577.0717,9999.0,Mariela,Huffman,,mariela.huffman@gmail.com,531 Fieldstone Road,Garden City,NY,11530,1
265,1,1096.1817,2,2017-10-06,1096.1817,427.0,Mellisa,Farley,,mellisa.farley@yahoo.com,21 West Princess St.,Central Islip,NY,11722,2
266,1,2681.957,5,,2681.957,9999.0,Myung,Hooper,,myung.hooper@gmail.com,951 Mill Road,Elmont,NY,11003,1
267,1,1625.963,4,2016-11-05,1625.963,762.0,Angelina,Lloyd,,angelina.lloyd@yahoo.com,9593 North Sherman Dr.,Apple Valley,CA,92307,2
268,1,7211.723400000001,5,2017-01-09,7211.723400000001,697.0,Trinity,Riddle,,trinity.riddle@aol.com,23 Oakland Lane,Ballston Spa,NY,12020,2
269,1,7526.036700000001,7,,7526.036700000001,9999.0,Barton,Crosby,,barton.crosby@msn.com,896 Edgewater St.,Bellmore,NY,11710,3
270,1,3646.9827,2,,3646.9827,9999.0,Claudio,Wise,,claudio.wise@hotmail.com,810 Oxford Ave.,Kingston,NY,12401,1
271,1,879.984,2,2016-01-03,879.984,1069.0,Katheleen,Marks,,katheleen.marks@yahoo.com,69 North Tower St.,Longview,TX,75604,2
272,1,8561.262700000001,8,2016-11-09,8561.262700000001,758.0,Deja,Chaney,,deja.chaney@hotmail.com,52 Woodside Ave.,Jamaica,NY,11432,3
273,1,3056.9624,4,,3056.9624,9999.0,Queenie,Vance,,queenie.vance@gmail.com,172 Arcadia Ave.,Ozone Park,NY,11417,1
274,1,5701.1054,8,,5701.1054,9999.0,Josh,Shaw,,josh.shaw@gmail.com,212 North Leeton Ridge Street,Hopewell Junction,NY,12533,1
275,1,11476.5364,9,,11476.5364,9999.0,Pinkie,Kirkland,,pinkie.kirkland@yahoo.com,18 Myers St.,San Angelo,TX,76901,3
276,1,6866.9384,7,,6866.9384,9999.0,Lavette,Wright,,lavette.wright@msn.com,6 Windsor Street,Ronkonkoma,NY,11779,3
277,1,3570.5559999999996,5,2016-06-02,3570.5559999999996,918.0,Mark,Garrett,,mark.garrett@msn.com,285 Rosewood Dr.,Monroe,NY,10950,2
278,1,5226.6626,4,,5226.6626,9999.0,Myesha,Burgess,,myesha.burgess@gmail.com,306 Trenton Rd.,Campbell,CA,95008,1
279,1,9327.738000000001,7,2017-07-12,9327.738000000001,513.0,Justina,Long,,justina.long@aol.com,39 Littleton Ave.,South El Monte,CA,91733,3
280,1,4616.0145,5,2016-01-05,4616.0145,1067.0,Brenda,Tate,,brenda.tate@msn.com,36 Hilltop Street,San Angelo,TX,76901,2
281,1,5672.281,4,2016-05-07,5672.281,944.0,Rayna,Perry,,rayna.perry@hotmail.com,7238 Oakland St.,Ozone Park,NY,11417,2
282,1,9163.4289,8,2016-11-06,9163.4289,761.0,Randolph,Chase,,randolph.chase@yahoo.com,828 Bridle Ave.,San Lorenzo,CA,94580,3
283,1,1172.9724,3,2017-09-01,1172.9724,462.0,Jaimee,Day,,jaimee.day@aol.com,7534 Whitemarsh Ave.,Poughkeepsie,NY,12601,2
284,1,1001.6117,3,2017-07-03,1001.6117,522.0,Susann,Bass,,susann.bass@msn.com,21 Old Rock Maple Ave.,Commack,NY,11725,2
285,1,613.7907,1,2017-10-12,613.7907,421.0,Leola,Gould,,leola.gould@gmail.com,8 Kirkland St.,Astoria,NY,11102,2
286,1,1026.7014,2,2017-03-10,1026.7014,637.0,Virgil,Frost,,virgil.frost@gmail.com,9798 Beacon St.,Levittown,NY,11756,2
287,1,2320.5564,7,,2320.5564,9999.0,Mireille,Puckett,(805) 961-9909,mireille.puckett@hotmail.com,378 Purple Finch Drive,Oxnard,CA,93035,1
288,1,4765.4286999999995,8,,4765.4286999999995,9999.0,Keturah,Massey,,keturah.massey@msn.com,189 Arnold Drive,Banning,CA,92220,1
289,1,17834.9634,4,,17834.9634,9999.0,Charmain,Webster,,charmain.webster@hotmail.com,36 East Stonybrook Rd.,Richardson,TX,75080,3
290,1,1467.9554,5,,1467.9554,9999.0,Barry,Buckner,,barry.buckner@gmail.com,8779 High Noon Rd.,Centereach,NY,11720,1
291,1,1600.093,5,,1600.093,9999.0,Boyce,Burks,,boyce.burks@gmail.com,879 Harvey Dr.,Sunnyside,NY,11104,1
292,1,13947.5449,6,2017-09-10,13947.5449,453.0,Monty,Frost,(516) 460-5396,monty.frost@aol.com,76 Foxrun Dr.,Hempstead,NY,11550,3
293,1,6102.963,4,2018-03-03,6102.963,279.0,Tiny,French,,tiny.french@hotmail.com,7163 Hall St.,Plainview,NY,11803,2
294,1,1208.4825,2,2017-06-04,1208.4825,551.0,Clementina,Sargent,,clementina.sargent@hotmail.com,9853 Catherine Road,Rome,NY,13440,2
295,1,11055.940999999999,7,,11055.940999999999,9999.0,Danny,Kim,,danny.kim@msn.com,74 Essex Drive,South Ozone Park,NY,11420,3
296,1,13773.627700000001,8,,13773.627700000001,9999.0,Sophia,Mcmillan,,sophia.mcmillan@msn.com,8541 S. Pleasant Street,Uniondale,NY,11553,3
297,1,3658.1810000000005,4,,3658.1810000000005,9999.0,Christia,Carson,,christia.carson@gmail.com,220 Orchard Street,Helotes,TX,78023,1
298,1,9474.9404,7,,9474.9404,9999.0,Jennie,Middleton,,jennie.middleton@gmail.com,95 High Noon Dr.,Upland,CA,91784,3
299,1,2687.1434,6,,2687.1434,9999.0,Jame,Riggs,,jame.riggs@hotmail.com,9237 Hudson Drive,Bay Shore,NY,11706,1
300,1,1023.984,2,2018-04-03,1023.984,248.0,Rayford,Simon,,rayford.simon@msn.com,998 Whitemarsh Road,Mountain View,CA,94043,2
301,1,4156.6929,5,2017-04-04,4156.6929,612.0,Annett,Garrett,,annett.garrett@yahoo.com,19 Euclid Lane,Scarsdale,NY,10583,2
302,1,631.6747,3,,631.6747,9999.0,Hayden,Cross,,hayden.cross@gmail.com,90 Pumpkin Hill St.,Apple Valley,CA,92307,1
303,1,3136.0432,4,2017-11-11,3136.0432,391.0,Rolanda,Larsen,,rolanda.larsen@yahoo.com,5 West University Court,Woodhaven,NY,11421,2
304,1,502.1814,2,2016-02-10,502.1814,1031.0,Jayme,Zamora,,jayme.zamora@gmail.com,2 Ridge Lane,Springfield Gardens,NY,11413,2
305,1,1238.566,4,,1238.566,9999.0,Hope,Cotton,,hope.cotton@aol.com,9092 Blue Spring Dr.,Redondo Beach,CA,90278,1
306,1,6489.565,4,2016-03-03,6489.565,1009.0,Vikki,Erickson,,vikki.erickson@yahoo.com,24 Jones Street,Kingston,NY,12401,2
307,1,2942.982,2,,2942.982,9999.0,Fransisca,Nicholson,,fransisca.nicholson@aol.com,945 Schoolhouse Street,Glendora,CA,91740,1
308,1,7394.9644,4,2018-11-03,7394.9644,34.0,Mazie,Fernandez,,mazie.fernandez@hotmail.com,583 Harvard Ave.,Webster,NY,14580,2
309,1,3900.6587,5,2016-11-12,3900.6587,755.0,Anderson,Martin,,anderson.martin@hotmail.com,9051 Hillside Dr.,Canandaigua,NY,14424,2
310,1,12935.949400000001,6,,12935.949400000001,9999.0,Gilberto,Parsons,,gilberto.parsons@gmail.com,8115 North Edgewater Drive,Middle Village,NY,11379,3
311,1,1250.8636999999999,4,,1250.8636999999999,9999.0,Charise,Burt,(559) 888-2229,charise.burt@aol.com,582 Creek St.,Fresno,CA,93706,1
312,1,5419.973,3,,5419.973,9999.0,Cameron,Carroll,,cameron.carroll@yahoo.com,9133 South Halifax Ave.,Longview,TX,75604,1
313,1,4918.366,6,2016-04-11,4918.366,970.0,Melani,Jarvis,,melani.jarvis@hotmail.com,8 Tunnel St.,Maspeth,NY,11378,2
314,1,6872.9437,6,,6872.9437,9999.0,Javier,Nichols,,javier.nichols@msn.com,8944 Marconi St.,Rowlett,TX,75088,3
315,1,2258.1215,6,,2258.1215,9999.0,Justina,Jenkins,,justina.jenkins@yahoo.com,8236 Creek St.,Baldwin,NY,11510,1
316,1,6815.9474,6,,6815.9474,9999.0,Hortencia,Graham,,hortencia.graham@aol.com,7764 Greenrose Street,Euless,TX,76039,3
317,1,1543.7628,4,,1543.7628,9999.0,Christia,Wilkins,,christia.wilkins@msn.com,7062 Willow Court,Woodside,NY,11377,1
318,1,1662.0538999999999,5,,1662.0538999999999,9999.0,Eliz,Whitney,,eliz.whitney@msn.com,523 Crescent Court,Fullerton,CA,92831,1
319,1,2337.4625,4,,2337.4625,9999.0,Justin,Newton,,justin.newton@hotmail.com,93 Shore Rd.,Apple Valley,CA,92307,1
320,1,10047.424500000001,3,2017-03-12,10047.424500000001,635.0,Aron,Wiggins,(442) 497-3353,aron.wiggins@aol.com,6 Bradford St.,Oceanside,NY,11572,3
321,1,1165.0810000000001,3,2016-06-11,1165.0810000000001,909.0,Chere,Hardin,,chere.hardin@yahoo.com,763 Fulton Road,Brooklyn,NY,11201,2
322,1,11832.4539,5,,11832.4539,9999.0,Merideth,Preston,,merideth.preston@yahoo.com,794 Rockaway St.,Poughkeepsie,NY,12601,3
323,1,2699.991,1,2018-09-02,2699.991,96.0,Jeniffer,Slater,,jeniffer.slater@aol.com,30 Old Orange Lane,Schenectady,NY,12302,2
324,1,2165.0816999999997,4,2016-04-01,2165.0816999999997,980.0,Laureen,Paul,,laureen.paul@yahoo.com,617 Squaw Creek Rd.,Bellmore,NY,11710,2
325,1,949.9905,1,2017-12-08,949.9905,364.0,Berna,Moore,,berna.moore@hotmail.com,7230 Lafayette Drive,Bronx,NY,10451,2
326,1,2768.3634,6,,2768.3634,9999.0,Shiela,Calderon,,shiela.calderon@msn.com,844 Albany St.,Rocklin,CA,95677,1
327,1,5716.596,9,,5716.596,9999.0,Sharie,Alvarez,(212) 211-7621,sharie.alvarez@msn.com,987 West Leatherwood Dr.,New York,NY,10002,3
328,1,8740.966,4,,8740.966,9999.0,Bettie,Glover,,bettie.glover@gmail.com,9083 Addison Dr.,Euless,TX,76039,3
329,1,9499.981,2,,9499.981,9999.0,Marilyn,Frank,,marilyn.frank@aol.com,8878 Branch Street,Port Chester,NY,10573,3
330,1,11972.9271,8,,11972.9271,9999.0,Sheba,Knapp,,sheba.knapp@aol.com,86 Gates Street,Woodside,NY,11377,3
331,1,1929.514,7,,1929.514,9999.0,Aleta,Mack,,aleta.mack@yahoo.com,8869 W. Edgemont Lane,Bay Shore,NY,11706,1
332,1,5728.9344,5,,5728.9344,9999.0,Reena,Higgins,,reena.higgins@gmail.com,900 South Columbia Street,Canyon Country,CA,91387,1
333,1,2840.0461,6,2017-12-11,2840.0461,361.0,Ami,Mcmahon,,ami.mcmahon@aol.com,566 Hilldale Drive,Sunnyside,NY,11104,2
334,1,12663.956,5,2017-08-09,12663.956,485.0,Somer,Jordan,,somer.jordan@msn.com,7046 Helen Avenue,Huntington Station,NY,11746,3
335,1,4147.662,4,2017-05-03,4147.662,583.0,Scarlet,Reed,,scarlet.reed@hotmail.com,151 S. Myers Court,Bronx,NY,10451,2
336,1,754.5812,2,2016-02-03,754.5812,1038.0,Trisha,Johnson,(717) 126-8787,trisha.johnson@msn.com,59 Wild Horse St.,Lancaster,NY,14086,2
337,1,5119.354,7,,5119.354,9999.0,Majorie,Wyatt,,majorie.wyatt@yahoo.com,8507 Miller St.,South Ozone Park,NY,11420,1
338,1,4132.992,3,2016-08-04,4132.992,855.0,Abbey,Pugh,,abbey.pugh@gmail.com,26 Market Drive,Forest Hills,NY,11375,2
339,1,17479.957000000002,5,,17479.957000000002,9999.0,Tamela,Harrell,,tamela.harrell@aol.com,7316 Cypress Rd.,Central Islip,NY,11722,3
340,1,9157.756,5,,9157.756,9999.0,Yanira,Bradshaw,,yanira.bradshaw@gmail.com,7484 Ann Court,Smithtown,NY,11787,3
341,1,1199.984,2,2016-02-11,1199.984,1030.0,Delana,Scott,,delana.scott@yahoo.com,7372 Ridgeview St.,Mount Vernon,NY,10550,2
342,1,269.991,1,,269.991,9999.0,Cassondra,Pruitt,,cassondra.pruitt@aol.com,4 Alderwood Circle,Merrick,NY,11566,1
343,1,1800.4814999999999,2,2017-02-02,1800.4814999999999,673.0,Jesica,Fields,,jesica.fields@yahoo.com,318 Country Dr.,Commack,NY,11725,2
344,1,4464.6642,7,,4464.6642,9999.0,Herta,Rollins,,herta.rollins@msn.com,287 1st Drive,Mountain View,CA,94043,1
345,1,9728.9827,2,,9728.9827,9999.0,Mi,Gray,(229) 813-2130,mi.gray@aol.com,27 Roehampton Dr.,Albany,NY,12203,3
346,1,502.1907,1,2017-11-11,502.1907,391.0,Jacalyn,Barnett,,jacalyn.barnett@gmail.com,7537 Swanson Street,Maspeth,NY,11378,2
347,1,225.891,1,,225.891,9999.0,Kanesha,Hudson,(510) 788-7298,kanesha.hudson@gmail.com,8293 Gartner Drive,Oakland,CA,94603,1
348,1,3223.1839999999997,3,,3223.1839999999997,9999.0,Darren,Witt,,darren.witt@aol.com,916 Hillcrest Ave.,Coachella,CA,92236,1
349,1,6912.1714999999995,3,,6912.1714999999995,9999.0,Mable,Pratt,,mable.pratt@gmail.com,254 SW. Temple Street,Coachella,CA,92236,1
350,1,11462.5954,7,,11462.5954,9999.0,Christoper,Mccall,,christoper.mccall@msn.com,72 Summit St.,Bay Shore,NY,11706,3
351,1,8498.463,5,,8498.463,9999.0,Margorie,Wynn,,margorie.wynn@gmail.com,707 Schoolhouse St.,Monsey,NY,10952,3
352,1,5925.5601,7,,5925.5601,9999.0,Josef,Greer,,josef.greer@gmail.com,92 Summer Court,Jamaica,NY,11432,1
353,1,3196.2044,4,,3196.2044,9999.0,Tisa,Whitney,,tisa.whitney@yahoo.com,549 Newbridge Dr.,Monsey,NY,10952,1
354,1,7179.9832,5,,7179.9832,9999.0,Tonda,Armstrong,,tonda.armstrong@aol.com,19 Forest Rd.,Sunnyside,NY,11104,3
355,1,3015.9719,3,,3015.9719,9999.0,Arvilla,Weiss,,arvilla.weiss@msn.com,477 Blue Spring St.,Bay Shore,NY,11706,1
356,1,9865.4727,3,,9865.4727,9999.0,Vashti,Rosario,,vashti.rosario@yahoo.com,623 Johnson Circle,Bronx,NY,10451,3
357,1,1970.5907,5,2016-03-04,1970.5907,1008.0,Sheri,Cole,(408) 658-2285,sheri.cole@aol.com,479 Chapel Court,San Jose,CA,95127,2
358,1,3247.2479999999996,6,2017-02-05,3247.2479999999996,670.0,Kandace,Giles,,kandace.giles@msn.com,30 NE. Walt Whitman Drive,Wantagh,NY,11793,2
